,name,id,gender,modularity,degree,bridge,start,end,congregation,duration
290,Brian Delay,290,male,36,12,false,2012.0,2022.0,shear,10.0
2398,Reginald Horsman,2398,male,27,7,false,1987.0,1996.0,shear,9.0
859,Eric Slauter,859,male,45,7,false,2004.0,2013.0,shear,9.0
1250,Jeffrey W. Reed,1250,male,11,6,false,1992.0,2001.0,shear,9.0
1249,Jeffrey Thomas Perry,1249,male,26,16,false,2013.0,2022.0,shear,9.0
1016,Hans L. Eicholz,1016,male,61,6,false,1992.0,2001.0,shear,9.0
352,Cameron Addis,352,male,26,6,male_bridge,1999.0,2008.0,shear,9.0
21,Adam Malka,21,male,5,13,false,2013.0,2022.0,shear,9.0
2325,Peter Kastor,2325,male,20,13,false,2013.0,2022.0,shear,9.0
1248,Jeffrey Smith,1248,male,15,8,false,2013.0,2022.0,shear,9.0
1664,Kenneth Owen,1664,male,0,16,false,2013.0,2022.0,shear,9.0
2804,Terri Halperin,2804,female,23,8,false,1999.0,2008.0,shear,9.0
406,Catherine O,406,female,48,4,false,2008.0,2017.0,shear,9.0
2636,Scott M. Stephan,2636,male,24,6,false,2005.0,2014.0,shear,9.0
1011,Hannah Farber,1011,female,5,17,false,2013.0,2022.0,shear,9.0
257,Betty Wood,257,female,27,11,false,1986.0,1995.0,shear,9.0
2187,Nathan Kozuskanich,2187,male,11,7,false,2008.0,2017.0,shear,9.0
1068,Isabelle Lehuu,1068,female,16,10,false,1989.0,1998.0,shear,9.0
2281,Paul A. Rahe,2281,male,27,5,false,1992.0,2001.0,shear,9.0
2333,Peter W. Williams,2333,male,30,6,false,1989.0,1998.0,shear,9.0
1895,Margaret Washington,1895,female,11,6,false,1989.0,1998.0,shear,9.0
1291,Jessica K. Lowe,1291,female,36,8,false,2012.0,2021.0,shear,9.0
1944,Mark Schmeller,1944,male,6,8,false,1999.0,2008.0,shear,9.0
282,Brett Mizelle,282,male,16,5,false,2002.0,2011.0,shear,9.0
30,Adam Wolkoff,30,male,21,11,false,2012.0,2021.0,shear,9.0
1709,Kyle Bulthuis,1709,female,14,12,false,2013.0,2022.0,shear,9.0
2604,Sarah Keyes,2604,female,15,8,false,2013.0,2022.0,shear,9.0
2844,Thomas Richards,2844,male,48,13,male_bridge,2013.0,2022.0,shear,9.0
1704,Kristofer Ray,1704,male,11,8,false,2005.0,2014.0,shear,9.0
2838,Thomas H. Appleton,2838,male,24,10,false,1995.0,2004.0,shear,9.0
368,Carol Faulkner,368,female,16,11,false,2009.0,2018.0,shear,9.0
2088,Michael E. Woods,2088,male,11,14,false,2013.0,2022.0,shear,9.0
518,Corey Capers,518,male,55,6,false,2004.0,2013.0,shear,9.0
367,Carol Berkin,367,female,20,6,false,1986.0,1995.0,shear,9.0
1549,Justin Clark,1549,male,45,13,false,2013.0,2022.0,shear,9.0
2598,Sarah Chesney,2598,female,11,8,false,2013.0,2022.0,shear,9.0
2873,Tom Cutterham,2873,male,11,18,false,2013.0,2022.0,shear,9.0
831,Emil Pocock,831,male,11,8,false,1984.0,1993.0,shear,9.0
159,Anna Lawrence,159,female,14,8,false,2013.0,2022.0,shear,9.0
2824,Thomas Brown,2824,male,16,7,false,1994.0,2003.0,shear,9.0
835,Emily Arendt,835,female,0,12,false,2013.0,2022.0,shear,9.0
241,Ben Wright,241,male,19,23,false,2013.0,2022.0,shear,9.0
1022,Harvey J. Strum,1022,male,11,9,false,1990.0,1999.0,shear,9.0
842,Emily Pawley,842,female,11,12,false,2010.0,2019.0,shear,9.0
729,Donald Yacovone,729,male,0,11,false,1995.0,2004.0,shear,9.0
771,Edward J. Balleisen,771,male,11,12,false,2003.0,2012.0,shear,9.0
2161,Myron Gray,2161,male,16,8,false,2013.0,2022.0,shear,9.0
1657,Kenneth H. Winn,1657,male,30,13,false,1987.0,1996.0,shear,9.0
2650,Sean Trainor,2650,male,35,13,false,2012.0,2021.0,shear,9.0
695,Denver A. Brunsman,695,male,16,6,false,2002.0,2011.0,shear,9.0
588,Daniel P. Glenn,588,male,21,9,false,2009.0,2018.0,shear,9.0
2947,Willard C. Klunder,2947,male,23,16,false,1986.0,1995.0,shear,9.0
1633,Keith Beutler,1633,male,0,7,false,2004.0,2013.0,shear,9.0
2548,Rowena Mcclinton,2548,female,5,8,false,2009.0,2018.0,shear,9.0
1500,Joshua A. Lynn,1500,male,11,9,false,2013.0,2022.0,shear,9.0
188,Anthony Rotundo,188,male,35,6,male_bridge,2004.0,2013.0,shear,9.0
1103,Jacqueline Beatty,1103,female,0,16,false,2013.0,2022.0,shear,9.0
2536,Ronald L. Hatzenbuehler,2536,male,11,14,false,1989.0,1998.0,shear,9.0
2499,Robert Richard,2499,male,11,7,false,2013.0,2022.0,shear,9.0
509,Clyde A. Haulman,509,male,11,8,false,1996.0,2005.0,shear,9.0
1803,Lindsay Keiter,1803,female,34,24,false,2013.0,2022.0,shear,9.0
