,name,id,gender,modularity,degree,bridge,start,end,congregation,duration
891,F. Michael Perko,891,male,27,3,false,1992.0,1997.0,shear,5.0
890,Eve Kornfeld,890,female,16,4,false,1987.0,1992.0,shear,5.0
889,Evan Lampe,889,male,5,4,false,2009.0,2014.0,shear,5.0
888,Evan C. Rothera,888,male,6,7,false,2012.0,2017.0,shear,5.0
596,Daniel S. Murphree,596,male,26,1,false,2003.0,2008.0,shear,5.0
885,Eva Sheppard,885,female,27,3,false,1997.0,2002.0,shear,5.0
881,Ethan R. Bennett,881,male,23,5,false,2013.0,2018.0,shear,5.0
880,Ethan Kytle,880,male,24,6,false,2009.0,2014.0,shear,5.0
879,Esther J. Terry,879,female,3,1,false,2015.0,2020.0,shear,5.0
876,Erin Dwyer,876,female,11,3,false,2017.0,2022.0,shear,5.0
1355,John Crane,1355,male,36,4,false,2012.0,2017.0,shear,5.0
1495,Joseph S. Moore,1495,male,16,4,false,2013.0,2018.0,shear,5.0
1357,John D. Saillant,1357,male,24,6,false,2003.0,2008.0,shear,5.0
1589,Katherine C. Woltz,1589,female,11,3,false,2007.0,2012.0,shear,5.0
1606,Kathleen Hladky,1606,female,5,4,false,2009.0,2014.0,shear,5.0
1605,Kathleen Hilliard,1605,female,11,3,false,2009.0,2014.0,shear,5.0
1603,Kathleen Brown-Pérez,1603,female,15,3,false,2010.0,2015.0,shear,5.0
392,Cassandra L. Yacovazzi,392,female,3,4,false,2014.0,2019.0,shear,5.0
1601,Katheryn Preyer,1601,female,23,5,false,1985.0,1990.0,shear,5.0
1599,Katherine K. Preston,1599,female,27,4,false,1994.0,1999.0,shear,5.0
1597,Katherine Hijar,1597,female,35,3,false,2012.0,2017.0,shear,5.0
1596,Katherine H. Richardson,1596,female,11,4,false,1989.0,1994.0,shear,5.0
1595,Katherine Grier,1595,female,11,5,false,2017.0,2022.0,shear,5.0
1592,Katherine Chilton,1592,female,11,3,false,2009.0,2014.0,shear,5.0
1588,Katherine Arner,1588,female,20,3,false,2012.0,2017.0,shear,5.0
1608,Kathleen S. Kutolowski,1608,female,11,4,false,1981.0,1986.0,shear,5.0
1587,Kate Silbert,1587,female,16,5,false,2016.0,2021.0,shear,5.0
394,Cassie L. Yacovazzi,394,female,27,4,false,2016.0,2021.0,shear,5.0
1583,Kate Elizabeth Brown,1583,female,11,4,false,2017.0,2022.0,shear,5.0
1581,Karol Weaver,1581,male,15,4,false,2000.0,2005.0,shear,5.0
1580,Karl Jacoby,1580,male,11,4,false,2004.0,2009.0,shear,5.0
1579,Karl Davis,1579,male,26,4,false,2004.0,2009.0,shear,5.0
400,Catherine Jones,400,female,21,5,false,2016.0,2021.0,shear,5.0
1574,Karen Wyche,1574,female,27,4,false,1988.0,1993.0,shear,5.0
1573,Karen S. Kauffman,1573,female,27,4,false,1996.0,2001.0,shear,5.0
1358,John Daniel Salliant,1358,male,36,4,false,2008.0,2013.0,shear,5.0
1607,Kathleen Kennedy,1607,female,16,4,false,2014.0,2019.0,shear,5.0
1609,Kathleen Sprows Cummings,1609,female,3,4,false,2014.0,2019.0,shear,5.0
1655,Kenneth Greenberg,1655,male,27,4,false,1987.0,1992.0,shear,5.0
1627,Katrina Anderson,1627,female,14,4,false,2017.0,2022.0,shear,5.0
1650,Kendra Kennedy,1650,female,11,4,false,2015.0,2020.0,shear,5.0
1649,Ken Rowe,1649,male,16,4,false,1987.0,1992.0,shear,5.0
1644,Kelly Knight,1644,female,21,2,false,2012.0,2017.0,shear,5.0
1641,Kelly B. Arehart,1641,female,11,4,false,2015.0,2020.0,shear,5.0
1638,Kelli Huggins,1638,female,16,11,false,2010.0,2015.0,shear,5.0
1637,Kelley Boston Clausing,1637,female,11,4,false,2009.0,2014.0,shear,5.0
1635,Keith Stokes,1635,male,11,6,false,2004.0,2009.0,shear,5.0
1634,Keith R. Widder,1634,male,27,3,false,1990.0,1995.0,shear,5.0
1630,Kay J. Carr,1630,male,26,5,false,2009.0,2014.0,shear,5.0
1628,Katrina D. Thompson,1628,female,11,4,false,2013.0,2018.0,shear,5.0
1626,Katlyn Carter,1626,female,11,12,false,2017.0,2022.0,shear,5.0
1610,Kathleen Wilson,1610,female,26,4,false,2007.0,2012.0,shear,5.0
1625,Katie Oxx,1625,female,3,4,false,2014.0,2019.0,shear,5.0
1622,Katie Lantz,1622,female,15,3,false,2017.0,2022.0,shear,5.0
1621,Kathyrn Ashmun Pitrone,1621,female,27,2,false,2008.0,2013.0,shear,5.0
389,Carroll Smith-Rosenberg,389,male,2,3,false,1999.0,2004.0,shear,5.0
1619,Kathryn R. Malone,1619,female,23,3,false,1985.0,1990.0,shear,5.0
1618,Kathryn R. Falvo,1618,female,36,9,false,2017.0,2022.0,shear,5.0
1614,Kathryn Gin Lum,1614,female,24,8,false,2017.0,2022.0,shear,5.0
1613,Kathryn Carter,1613,female,2,3,false,2006.0,2011.0,shear,5.0
1612,Kathryn Braund,1612,female,26,4,false,1987.0,1992.0,shear,5.0
1611,Kathryn A. Ostrofsky,1611,female,11,3,false,2008.0,2013.0,shear,5.0
1571,Karen Marrero,1571,female,31,5,false,2016.0,2021.0,shear,5.0
1569,Karen J. Greenberg,1569,female,27,4,false,1988.0,1993.0,shear,5.0
404,Catherine L. Thompson,404,female,5,4,false,2016.0,2021.0,shear,5.0
1502,Joshua Civin,1502,male,19,6,false,2001.0,2006.0,shear,5.0
1519,Judith A. Ridner,1519,female,61,3,false,1995.0,2000.0,shear,5.0
1515,Joy Sperling,1515,female,16,3,false,1998.0,2003.0,shear,5.0
1513,Joshua Wood,1513,male,20,4,false,2016.0,2021.0,shear,5.0
1512,Joshua Stein,1512,male,27,4,false,2009.0,2014.0,shear,5.0
410,Cathy Brekus,410,female,30,2,false,1994.0,1999.0,shear,5.0
1509,Joshua Rice,1509,male,55,4,false,2014.0,2019.0,shear,5.0
1508,Joshua P. Canale,1508,male,45,4,false,2017.0,2022.0,shear,5.0
1507,Joshua M. Smith,1507,male,11,3,false,2006.0,2011.0,shear,5.0
1506,Joshua Lynn Bearden,1506,male,33,4,false,2013.0,2018.0,shear,5.0
1504,Joshua Guthman,1504,male,24,4,false,2017.0,2022.0,shear,5.0
414,Chad Anderson,414,male,6,5,false,2015.0,2020.0,shear,5.0
1561,Kameika S. Murphy,1561,female,20,4,false,2014.0,2019.0,shear,5.0
1499,Joseph Zitomersky,1499,male,24,4,false,2006.0,2011.0,shear,5.0
1497,Joseph Wojie,1497,male,32,7,false,2014.0,2019.0,shear,5.0
418,Charlene Bickford,418,female,3,4,false,1985.0,1990.0,shear,5.0
1491,Joseph M. Mccarthy,1491,male,59,3,false,1994.0,1999.0,shear,5.0
1488,Joseph Heinen,1488,male,24,4,false,2000.0,2005.0,shear,5.0
420,Charlene Lewis,420,female,11,4,false,2004.0,2009.0,shear,5.0
1486,Joseph H. Harrison,1486,male,11,4,false,1986.0,1991.0,shear,5.0
1485,Joseph H Wycoff,1485,male,11,5,false,2009.0,2014.0,shear,5.0
421,Charles A. Jarvis,421,male,27,5,false,1983.0,1988.0,shear,5.0
1483,Joseph Ernst,1483,male,11,4,false,1989.0,1994.0,shear,5.0
1520,Judith Hunter,1520,female,27,4,false,1999.0,2004.0,shear,5.0
1521,Judith Ishkanian,1521,female,27,3,false,1992.0,1997.0,shear,5.0
1522,Judith Kahn-Leavitt,1522,female,27,5,false,2001.0,2006.0,shear,5.0
1523,Judith Luckett,1523,female,27,4,false,1993.0,1998.0,shear,5.0
1556,Ka-May Cheng,1556,unknown,16,4,false,1997.0,2002.0,shear,5.0
1555,K.R. Constantine Gutzman,1555,male,21,2,false,2003.0,2008.0,shear,5.0
1554,K. Stephen Prince,1554,male,16,3,false,2006.0,2011.0,shear,5.0
1552,Justin Simard,1552,male,6,5,false,2015.0,2020.0,shear,5.0
1551,Justin Isaac Rogers,1551,male,15,3,false,2016.0,2021.0,shear,5.0
1550,Justin D. Murphy,1550,male,15,3,false,1993.0,1998.0,shear,5.0
1546,Jurgen Heideking,1546,male,27,3,false,1989.0,1994.0,shear,5.0
1545,June Namias,1545,female,16,4,false,1994.0,1999.0,shear,5.0
1544,Julius Scott,1544,male,23,4,false,1993.0,1998.0,shear,5.0
1541,Julie Saville,1541,female,26,4,false,2015.0,2020.0,shear,5.0
1539,Julie Richter,1539,female,61,3,false,1995.0,2000.0,shear,5.0
1538,Julie Patricia Winch,1538,female,23,6,false,2005.0,2010.0,shear,5.0
1537,Julie Miller,1537,female,16,4,false,2010.0,2015.0,shear,5.0
1535,Julie Jeffery,1535,female,2,4,false,1999.0,2004.0,shear,5.0
1534,Julie Holcomb,1534,female,16,4,false,2013.0,2018.0,shear,5.0
1533,Julie Guyot,1533,female,36,3,false,2006.0,2011.0,shear,5.0
1532,Julie Amberg,1532,female,27,4,false,1993.0,1998.0,shear,5.0
1528,Julia Gaffield,1528,female,35,4,false,2017.0,2022.0,shear,5.0
1526,Judy Rodd,1526,female,17,6,false,1992.0,1997.0,shear,5.0
1525,Judy Hart,1525,female,3,4,false,1981.0,1986.0,shear,5.0
1524,Judith Wellman,1524,female,3,4,false,1981.0,1986.0,shear,5.0
1652,Kenneth A. Lockridge,1652,male,21,3,false,2007.0,2012.0,shear,5.0
387,Carrol Van West,387,female,2,4,false,2003.0,2008.0,shear,5.0
1479,Joseph Andrew Orser,1479,male,11,5,false,2017.0,2022.0,shear,5.0
1761,Lázaro Lima,1761,male,24,3,false,2002.0,2007.0,shear,5.0
1777,Leonardo Marques,1777,male,19,4,false,2015.0,2020.0,shear,5.0
1775,Leonard P. Curry,1775,male,19,3,false,1993.0,1998.0,shear,5.0
1774,Leonard Lanier,1774,male,15,4,false,2014.0,2019.0,shear,5.0
350,Cambridge Ridley Lynch,350,female,33,3,false,2012.0,2017.0,shear,5.0
351,Camden Ross Burd,351,male,23,4,false,2017.0,2022.0,shear,5.0
1771,Leo Hershkowitz,1771,male,21,4,false,2010.0,2015.0,shear,5.0
1767,Lee W. Formwalt,1767,male,26,4,false,1987.0,1992.0,shear,5.0
1766,Lee L. Willis,1766,male,11,3,false,2005.0,2010.0,shear,5.0
1765,Lee Chambers,1765,male,16,3,false,2012.0,2017.0,shear,5.0
1763,Leann Whites,1763,female,26,9,false,2017.0,2022.0,shear,5.0
356,Camille Kaszubowski,356,female,16,5,false,2014.0,2019.0,shear,5.0
1779,Lesley J. Gordon,1779,female,21,4,false,2017.0,2022.0,shear,5.0
1757,Lawrence Hatter,1757,male,11,5,false,2013.0,2018.0,shear,5.0
1756,Lawrence Frederick Kohl,1756,male,11,3,false,1992.0,1997.0,shear,5.0
358,Carey M. Roberts,358,male,16,4,false,2000.0,2005.0,shear,5.0
1752,Lawrence Buell,1752,male,27,3,false,1994.0,1999.0,shear,5.0
361,Carl Keyes,361,male,45,5,false,2017.0,2022.0,shear,5.0
1750,Lawrence B. A,1750,male,20,4,false,2009.0,2014.0,shear,5.0
1747,Laurence J. Malone,1747,female,23,4,false,1997.0,2002.0,shear,5.0
1744,Laurel Thatcher Ulrich,1744,female,26,3,false,1997.0,2002.0,shear,5.0
1741,Laura-Eve Moss,1741,female,21,8,false,2000.0,2005.0,shear,5.0
1738,Laura Rigal,1738,female,36,4,false,2000.0,2005.0,shear,5.0
1778,Leslee K. Gilbert,1778,female,59,8,false,1996.0,2001.0,shear,5.0
1780,Leslie Choquette,1780,female,31,5,false,2016.0,2021.0,shear,5.0
1659,Kenneth J. Miller,1659,male,21,3,false,2005.0,2010.0,shear,5.0
1796,Linda C. Frank,1796,female,3,3,false,2010.0,2015.0,shear,5.0
1812,Lisa Brooks,1812,female,45,3,false,2007.0,2012.0,shear,5.0
1811,Lisa B. Lubow,1811,female,19,4,false,1991.0,1996.0,shear,5.0
341,C. Duncan Rice,341,male,27,4,false,1985.0,1990.0,shear,5.0
1809,Linzy Brekke,1809,female,6,4,false,2004.0,2009.0,shear,5.0
1808,Lindsay Van Tine,1808,female,3,3,false,2015.0,2020.0,shear,5.0
1806,Lindsay Robertson,1806,female,23,3,false,2008.0,2013.0,shear,5.0
1804,Lindsay M. Chervinsky,1804,female,26,9,false,2017.0,2022.0,shear,5.0
1801,Linda Louise Bryan,1801,female,6,4,false,2017.0,2022.0,shear,5.0
342,C. E. Eastman,342,male,0,3,false,1995.0,2000.0,shear,5.0
1798,Linda D. Strausbaugh,1798,female,11,3,false,2008.0,2013.0,shear,5.0
1795,Linda C. A. Przybyszewski,1795,female,20,4,false,2009.0,2014.0,shear,5.0
1781,Leslie Doig,1781,female,16,3,false,2006.0,2011.0,shear,5.0
1794,Linda Ann Moore,1794,female,2,3,false,1991.0,1996.0,shear,5.0
1793,Lincoln Mullen,1793,male,11,4,false,2016.0,2021.0,shear,5.0
1790,Lily Santoro,1790,female,3,3,false,2009.0,2014.0,shear,5.0
1789,Lex Renda,1789,male,11,5,false,2003.0,2008.0,shear,5.0
1788,Lewright B. Sikes,1788,male,11,4,false,1991.0,1996.0,shear,5.0
1787,Lewis Woodson,1787,male,20,5,false,2017.0,2022.0,shear,5.0
345,C. Robert Wilson,345,male,15,4,false,2013.0,2018.0,shear,5.0
346,Cahon Whiting,346,unknown,55,3,false,2015.0,2020.0,shear,5.0
1783,Leslie Partrick,1783,female,2,3,false,1992.0,1997.0,shear,5.0
348,Caitlin Rosenthal,348,female,48,6,false,2014.0,2019.0,shear,5.0
1737,Laura Mitchell,1737,female,27,5,false,1996.0,2001.0,shear,5.0
364,Carla Gardina Pestana,364,female,26,3,false,2016.0,2021.0,shear,5.0
1735,Laura M. Chmielewski,1735,female,2,4,false,2013.0,2018.0,shear,5.0
1679,Kevin P. Thornton,1679,male,6,2,false,2000.0,2005.0,shear,5.0
1692,Kirsten Sword,1692,female,5,3,false,2008.0,2013.0,shear,5.0
376,Caroline Moseley,376,female,26,4,false,1983.0,1988.0,shear,5.0
377,Caroline Sloat,377,female,11,3,false,2010.0,2015.0,shear,5.0
378,Caroline Wigginton,378,female,16,5,false,2016.0,2021.0,shear,5.0
1686,Kimberly M. Welch,1686,female,20,3,false,2015.0,2020.0,shear,5.0
1685,Kimberley Shankman,1685,female,11,4,false,1997.0,2002.0,shear,5.0
1684,Kim Todt,1684,female,15,2,false,2010.0,2015.0,shear,5.0
380,Carolyn Cooper,380,female,30,5,false,1990.0,1995.0,shear,5.0
1682,Kiara Vigil,1682,female,15,4,false,2015.0,2020.0,shear,5.0
1680,Kevin R. Gutzman,1680,male,11,3,false,1996.0,2001.0,shear,5.0
1676,Kevin Gumienny,1676,male,21,3,false,2003.0,2008.0,shear,5.0
365,Carla Mulford,365,female,16,4,false,1997.0,2002.0,shear,5.0
382,Carolyn Fick,382,female,26,4,false,2006.0,2011.0,shear,5.0
383,Carolyn J. Lawes,383,female,16,3,false,2005.0,2010.0,shear,5.0
1672,Kevin Arlyck,1672,male,6,3,false,2012.0,2017.0,shear,5.0
1671,Kerry S. Walters,1671,female,30,3,false,1989.0,1994.0,shear,5.0
1668,Kent Peacock,1668,male,26,13,false,2017.0,2022.0,shear,5.0
1667,Kenny O. Mcdougle,1667,male,2,3,false,1991.0,1996.0,shear,5.0
1666,Kenneth Silverman,1666,male,2,4,false,2004.0,2009.0,shear,5.0
1663,Kenneth Nivison,1663,male,5,4,false,2005.0,2010.0,shear,5.0
1662,Kenneth Marshall,1662,male,16,6,false,2017.0,2022.0,shear,5.0
1661,Kenneth Keller,1661,male,11,4,false,1986.0,1991.0,shear,5.0
1693,Klaus J. Hansen,1693,male,16,4,false,1990.0,1995.0,shear,5.0
375,Caroline Frank,375,female,6,4,false,2004.0,2009.0,shear,5.0
1695,Krista Ferrante,1695,female,11,6,false,2007.0,2012.0,shear,5.0
374,Carolee L. Dane,374,female,23,4,false,1981.0,1986.0,shear,5.0
1732,Laura E. Free,1732,female,3,3,false,2010.0,2015.0,shear,5.0
1731,Laura Driemeyer,1731,female,35,3,false,2004.0,2009.0,shear,5.0
1730,Laura Croghan Kamole,1730,female,11,4,false,2000.0,2005.0,shear,5.0
1729,Larry. E. Hudson Jr.,1729,male,23,5,false,2007.0,2012.0,shear,5.0
1728,Larry R. Morrison,1728,male,23,4,false,1981.0,1986.0,shear,5.0
1727,Larry Kramer,1727,male,23,5,false,2003.0,2008.0,shear,5.0
1726,Larry Klein,1726,male,23,5,false,1983.0,1988.0,shear,5.0
1725,Larry K. Menna,1725,male,11,4,false,1993.0,1998.0,shear,5.0
1723,Larry E. Hudson,1723,male,23,4,false,2010.0,2015.0,shear,5.0
1721,Lana Ruegamer,1721,female,11,3,false,1984.0,1989.0,shear,5.0
1719,Lacy Ford,1719,female,2,3,false,1999.0,2004.0,shear,5.0
1718,L. Ray Gunn,1718,unknown,48,3,false,1989.0,1994.0,shear,5.0
369,Carol K. Bleser,369,female,48,3,false,2000.0,2005.0,shear,5.0
1716,L. C. Rudolph,1716,unknown,20,4,false,1984.0,1989.0,shear,5.0
1715,Kym Rice,1715,female,48,3,false,2012.0,2017.0,shear,5.0
372,Carol Soltis,372,female,3,5,false,2014.0,2019.0,shear,5.0
373,Carol Wilson,373,female,27,4,false,1993.0,1998.0,shear,5.0
1707,Kurt E. Leichtle,1707,male,11,4,false,1991.0,1996.0,shear,5.0
1706,Krystyn R. Moon,1706,male,16,3,false,2002.0,2007.0,shear,5.0
1703,Kristin Stone,1703,female,45,3,false,2010.0,2015.0,shear,5.0
1702,Kristin S. Peters,1702,female,26,4,false,1986.0,1991.0,shear,5.0
1480,Joseph Conan Thompson,1480,male,11,4,false,1996.0,2001.0,shear,5.0
1572,Karen Robbins,1572,female,2,4,false,2000.0,2005.0,shear,5.0
441,Cheryl Collins,441,female,23,3,false,2009.0,2014.0,shear,5.0
1380,John Guice,1380,male,2,3,false,1993.0,1998.0,shear,5.0
1430,John T. Schlotterbeck,1430,male,3,3,false,1987.0,1992.0,shear,5.0
1422,John S. Gilkeson,1422,male,16,3,false,1985.0,1990.0,shear,5.0
454,Christen Mucher,454,male,11,4,false,2017.0,2022.0,shear,5.0
1460,Jonathan M. Bryant,1460,male,32,4,false,2016.0,2021.0,shear,5.0
1394,John L. Myers,1394,male,11,4,false,1987.0,1992.0,shear,5.0
1461,Jonathan M. Butler,1461,male,2,3,false,1987.0,1992.0,shear,5.0
1444,Jon Paul Dyson,1444,male,59,3,false,1998.0,2003.0,shear,5.0
1392,John L. Dwiggins,1392,male,16,3,false,2012.0,2017.0,shear,5.0
1462,Jonathan M. Chu,1462,male,23,3,false,2009.0,2014.0,shear,5.0
1463,Jonathan Mcclellan Beagle,1463,male,26,5,false,2005.0,2010.0,shear,5.0
429,Charles K. Pilkington,429,male,27,4,false,1985.0,1990.0,shear,5.0
456,Christian B. Keller,456,male,15,4,false,1997.0,2002.0,shear,5.0
1389,John K. Rowland,1389,male,21,3,false,1985.0,1990.0,shear,5.0
1419,John Reeve Huston,1419,male,27,6,false,2017.0,2022.0,shear,5.0
1387,John Hope Franklin,1387,male,6,3,false,1993.0,1998.0,shear,5.0
1386,John Hoover,1386,male,20,3,false,2013.0,2018.0,shear,5.0
1443,Jon Miller,1443,male,2,3,false,2001.0,2006.0,shear,5.0
428,Charles Irons,428,male,24,4,false,2009.0,2014.0,shear,5.0
1385,John Hoffmann,1385,male,6,3,false,2009.0,2014.0,shear,5.0
1467,Jonathan Sudbury,1467,male,3,3,false,2010.0,2015.0,shear,5.0
1468,Jonathan Tucker Boyd,1468,male,23,3,false,1998.0,2003.0,shear,5.0
430,Charles P. Hanson,430,male,59,3,false,1994.0,1999.0,shear,5.0
1457,Jonathan Halperin Earle,1457,male,11,5,false,2005.0,2010.0,shear,5.0
1396,John Light,1396,male,30,5,false,1990.0,1995.0,shear,5.0
1455,Jonathan Farris,1455,male,23,4,false,1999.0,2004.0,shear,5.0
1450,Jonathan D. Riddle,1450,male,2,5,false,2017.0,2022.0,shear,5.0
433,Charles W. Mccurdy,433,male,3,3,false,2010.0,2015.0,shear,5.0
432,Charles W. Joyner,432,male,31,3,false,1996.0,2001.0,shear,5.0
438,Chelsea Stieber,438,female,11,5,false,2017.0,2022.0,shear,5.0
437,Charlton W. Yingling,437,male,2,4,false,2015.0,2020.0,shear,5.0
1424,John Seelye,1424,male,17,3,false,1994.0,1999.0,shear,5.0
1403,John Moore,1403,male,59,4,false,2014.0,2019.0,shear,5.0
1427,John Spurlock,1427,male,27,10,false,1991.0,1996.0,shear,5.0
431,Charles R. Foy,431,male,35,3,false,2008.0,2013.0,shear,5.0
1406,John Orth,1406,male,3,3,false,1993.0,1998.0,shear,5.0
452,Chris Walsh,452,male,21,4,false,2017.0,2022.0,shear,5.0
1401,John Mcdonough,1401,male,3,4,false,1985.0,1990.0,shear,5.0
1416,John Randel,1416,male,2,4,false,2011.0,2016.0,shear,5.0
1448,Jonathan B. Crider,1448,male,15,2,false,2010.0,2015.0,shear,5.0
450,Chris Olsen,450,male,27,4,false,2009.0,2014.0,shear,5.0
1423,John S. Haller,1423,male,2,4,false,1999.0,2004.0,shear,5.0
434,Charlotte Crane,434,female,59,3,false,2005.0,2010.0,shear,5.0
447,Chris Bouton,447,male,20,4,false,2014.0,2019.0,shear,5.0
1456,Jonathan Field,1456,male,48,4,false,2004.0,2009.0,shear,5.0
451,Chris Padgett,451,male,20,3,false,1991.0,1996.0,shear,5.0
1383,John Hampden Pleasants,1383,male,24,5,false,2015.0,2020.0,shear,5.0
439,Cheri Wolfe,439,female,11,3,false,1994.0,1999.0,shear,5.0
1469,Jonathan W. Wilson,1469,male,11,4,false,2016.0,2021.0,shear,5.0
1473,Jordan Grant,1473,male,19,4,false,2017.0,2022.0,shear,5.0
1439,John Worrell,1439,male,26,7,false,1988.0,1993.0,shear,5.0
1372,John Finger,1372,male,26,3,false,1999.0,2004.0,shear,5.0
1410,John Paul Nuno,1410,male,2,3,false,2012.0,2017.0,shear,5.0
1434,John W. Sweet,1434,male,20,4,false,2015.0,2020.0,shear,5.0
457,Christiana Molldrem Harkulich,457,female,3,1,false,2015.0,2020.0,shear,5.0
1474,Jordan Smith,1474,male,32,3,false,2013.0,2018.0,shear,5.0
1370,John Faragher,1370,male,15,3,false,1997.0,2002.0,shear,5.0
443,Cheryl J. Fish,443,female,6,3,false,2006.0,2011.0,shear,5.0
1369,John F. Walsh,1369,male,11,5,false,1990.0,1995.0,shear,5.0
1437,John Wess Grant,1437,male,36,3,false,1998.0,2003.0,shear,5.0
1436,John Wertheimer,1436,male,6,4,false,2003.0,2008.0,shear,5.0
1368,John F. Graf,1368,male,27,2,false,1991.0,1996.0,shear,5.0
1367,John Ernest,1367,male,15,3,false,2015.0,2020.0,shear,5.0
1365,John E. Reda,1365,male,23,4,false,2003.0,2008.0,shear,5.0
1477,Jose R. Torre,1477,male,45,3,false,2003.0,2008.0,shear,5.0
1362,John Donoghue,1362,male,16,3,false,2013.0,2018.0,shear,5.0
1478,Joseph A. Conforti,1478,male,30,3,false,1990.0,1995.0,shear,5.0
1373,John Frantz,1373,male,16,8,false,1997.0,2002.0,shear,5.0
1449,Jonathan D. Hills,1449,male,23,4,false,2000.0,2005.0,shear,5.0
1374,John Frederick Bell,1374,male,21,5,false,2016.0,2021.0,shear,5.0
1376,John Garrison Marks,1376,male,35,4,false,2017.0,2022.0,shear,5.0
435,Charlotte Haller,435,female,24,4,false,1997.0,2002.0,shear,5.0
1440,Jon Earle,1440,male,48,3,false,1999.0,2004.0,shear,5.0
427,Charles H. Schoenleber,427,male,11,4,false,1988.0,1993.0,shear,5.0
1433,John W. Stamper,1433,male,16,4,false,2000.0,2005.0,shear,5.0
1379,John Grodzinski,1379,male,27,5,false,2012.0,2017.0,shear,5.0
1442,Jon L. Wakelyn,1442,male,11,4,false,1981.0,1986.0,shear,5.0
1378,John Greene,1378,male,36,5,false,1988.0,1993.0,shear,5.0
1375,John G. Reid,1375,male,55,4,false,2006.0,2011.0,shear,5.0
1472,Jordan E. Taylor,1472,male,16,3,false,2016.0,2021.0,shear,5.0
2621,Sarah Winsberg,2621,female,15,6,false,2018.0,2022.0,shear,4.0
1278,Jennifer Stinson,1278,female,5,4,false,2018.0,2022.0,shear,4.0
808,Elizabeth Freeman,808,female,0,4,false,2018.0,2022.0,shear,4.0
1647,Kelsey Brow,1647,female,36,8,false,2018.0,2022.0,shear,4.0
1562,Kami Fletcher,1562,female,15,4,false,2018.0,2022.0,shear,4.0
61,Alexi Garrett,61,male,5,10,false,2018.0,2022.0,shear,4.0
85,Alyssa Zuercher Reichardt,85,female,15,4,false,2018.0,2022.0,shear,4.0
1654,Kenneth Cohen,1654,male,48,8,male_bridge,2018.0,2022.0,shear,4.0
2359,Rabia S. Belt,2359,female,5,7,false,2018.0,2022.0,shear,4.0
2058,Mellick Voltz,2058,unknown,14,4,false,2018.0,2022.0,shear,4.0
386,Carrie Hyde,386,female,0,4,false,2018.0,2022.0,shear,4.0
498,Christy Clark-Pujara,498,female,5,4,false,2018.0,2022.0,shear,4.0
941,Gary Sellick,941,male,3,4,false,2018.0,2022.0,shear,4.0
1277,Jennifer Steenshorne,1277,female,0,4,false,2018.0,2022.0,shear,4.0
205,Ashley Bouknight,205,female,32,5,false,2018.0,2022.0,shear,4.0
33,Adina Berk,33,female,16,3,false,2018.0,2022.0,shear,4.0
1925,Mark Bernhardt,1925,male,33,3,false,2018.0,2022.0,shear,4.0
887,Evan A. Turiano,887,male,16,12,false,2018.0,2022.0,shear,4.0
2686,Spencer Mcbride,2686,male,16,4,false,2018.0,2022.0,shear,4.0
486,Christopher James Bonner,486,male,11,5,false,2018.0,2022.0,shear,4.0
2773,Susan Stearns,2773,female,11,4,false,2018.0,2022.0,shear,4.0
1689,Kirsten Beales,1689,female,11,5,false,2018.0,2022.0,shear,4.0
961,Georgia State Lunatic,961,female,5,7,false,2018.0,2022.0,shear,4.0
560,Danae Jacobson,560,female,5,8,false,2018.0,2022.0,shear,4.0
875,Erin Bartram,875,female,5,13,false,2018.0,2022.0,shear,4.0
206,Ashley E. Moreshead,206,female,16,8,false,2018.0,2022.0,shear,4.0
2044,Maxime Dagenais,2044,male,31,7,false,2018.0,2022.0,shear,4.0
310,Bronwen Everill,310,female,5,8,false,2018.0,2022.0,shear,4.0
248,Benjamin Lyons,248,male,0,4,false,2018.0,2022.0,shear,4.0
2791,Tamika Nunley,2791,female,5,10,female_bridge,2018.0,2022.0,shear,4.0
2031,Maureen Konkle,2031,female,23,2,false,2018.0,2022.0,shear,4.0
1593,Katherine D. Moran,1593,female,5,8,false,2018.0,2022.0,shear,4.0
111,Andrea Gray,111,female,21,4,false,2018.0,2022.0,shear,4.0
857,Eric Kimball,857,male,5,5,false,2018.0,2022.0,shear,4.0
442,Cheryl Coulthard,442,female,16,4,false,2018.0,2022.0,shear,4.0
1205,Jason Herbert,1205,male,15,10,false,2018.0,2022.0,shear,4.0
988,Gregory D. Wiker,988,male,5,12,false,2018.0,2022.0,shear,4.0
850,Emory C. Webre,850,male,31,5,false,2018.0,2022.0,shear,4.0
1227,Jeff Appelhans,1227,male,23,2,false,2018.0,2022.0,shear,4.0
2676,Shira Lurie,2676,female,11,13,false,2018.0,2022.0,shear,4.0
2700,Stephanie Lawton,2700,female,26,4,false,2018.0,2022.0,shear,4.0
884,Eugene Van Sickle,884,male,20,3,false,2018.0,2022.0,shear,4.0
972,Gloria Bell,972,female,15,3,false,2018.0,2022.0,shear,4.0
1429,John Suval,1429,male,11,4,false,2018.0,2022.0,shear,4.0
2041,Max Matherne,2041,male,16,10,false,2018.0,2022.0,shear,4.0
2387,Rebecca Brannon,2387,female,21,11,false,2018.0,2022.0,shear,4.0
907,Frank Byrne,907,male,5,5,false,2018.0,2022.0,shear,4.0
2230,Nicole Phelps,2230,female,24,7,false,2018.0,2022.0,shear,4.0
1382,John Hall,1382,male,15,5,false,2018.0,2022.0,shear,4.0
